"","doc_id","negative","positive","neg_positive","neg_negative"
"5955","text5955",0,3,0,0
"5956","text5956",0,0,0,0
"5957","text5957",0,1,0,0
"5958","text5958",1,1,0,0
"5959","text5959",0,0,0,0
"5960","text5960",1,0,0,0
"5961","text5961",1,0,0,0
"5962","text5962",0,1,0,0
"5963","text5963",0,0,0,0
"5964","text5964",0,1,0,0
"5965","text5965",0,1,0,0
"5966","text5966",1,0,0,0
"5967","text5967",0,0,0,0
"5968","text5968",0,0,0,0
"5969","text5969",0,0,0,0
"5970","text5970",0,1,0,0
"5971","text5971",0,0,0,0
"5972","text5972",0,0,0,0
"5973","text5973",0,0,0,0
"5974","text5974",0,0,0,0
"5975","text5975",1,0,0,0
"5976","text5976",0,1,0,0
"5977","text5977",0,1,0,0
"5978","text5978",1,0,0,1
"5979","text5979",0,3,0,0
"5980","text5980",0,1,0,0
"5981","text5981",1,0,0,0
"5982","text5982",0,0,0,0
"5983","text5983",0,0,0,0
"5984","text5984",0,1,0,0
"5985","text5985",0,1,0,0
"5986","text5986",0,0,0,0
"5987","text5987",0,1,0,0
"5988","text5988",0,1,0,0
"5989","text5989",0,2,0,0
"5990","text5990",0,1,0,0
"5991","text5991",0,0,0,0
"5992","text5992",0,0,0,0
"5993","text5993",0,0,0,0
"5994","text5994",0,1,0,0
"5995","text5995",0,0,0,0
"5996","text5996",0,1,0,0
"5997","text5997",0,0,0,0
"5998","text5998",0,1,0,0
"5999","text5999",0,0,0,0
"6000","text6000",0,1,0,0
"6001","text6001",0,0,0,0
"6002","text6002",0,2,0,0
"6003","text6003",2,0,0,0
"6004","text6004",0,0,0,0
"6005","text6005",0,0,0,0
"6006","text6006",0,0,0,0
"6007","text6007",0,0,0,0
"6008","text6008",1,2,0,0
"6009","text6009",0,3,0,0
"6010","text6010",0,0,0,0
"6011","text6011",0,1,0,0
"6012","text6012",0,1,0,0
"6013","text6013",0,1,0,0
"6014","text6014",0,1,0,0
"6015","text6015",1,0,0,0
"6016","text6016",0,0,0,0
"6017","text6017",0,4,0,0
"6018","text6018",0,1,0,0
"6019","text6019",0,0,0,0
"6020","text6020",0,0,0,0
"6021","text6021",0,0,0,0
"6022","text6022",0,1,0,0
"6023","text6023",0,2,0,0
"6024","text6024",0,0,0,0
"6025","text6025",0,1,0,0
"6026","text6026",0,1,0,0
"6027","text6027",0,0,0,0
"6028","text6028",1,2,0,0
"6029","text6029",0,0,0,0
"6030","text6030",1,1,0,0
"6031","text6031",0,2,0,0
"6032","text6032",0,2,0,0
"6033","text6033",0,0,0,0
"6034","text6034",0,2,0,0
"6035","text6035",0,0,0,0
"6036","text6036",0,1,0,0
"6037","text6037",0,0,0,0
"6038","text6038",0,0,0,0
"6039","text6039",0,0,0,0
"6040","text6040",0,0,0,0
"6041","text6041",0,1,0,0
"6042","text6042",0,0,0,0
"6043","text6043",1,1,0,0
"6044","text6044",0,3,0,0
"6045","text6045",0,0,0,0
"6046","text6046",0,0,0,0
"6047","text6047",0,0,0,0
"6048","text6048",0,0,0,0
"6049","text6049",0,1,0,0
"6050","text6050",0,1,0,0
"6051","text6051",0,0,0,0
"6052","text6052",0,1,0,0
"6053","text6053",0,1,0,0
"6054","text6054",3,0,0,0
"6055","text6055",0,0,0,0
"6056","text6056",1,0,0,0
"6057","text6057",0,0,0,0
"6058","text6058",0,1,0,0
"6059","text6059",0,1,0,0
"6060","text6060",0,0,0,0
"6061","text6061",0,2,0,0
"6062","text6062",0,0,0,0
"6063","text6063",0,0,0,0
"6064","text6064",0,0,0,0
"6065","text6065",0,1,0,0
"6066","text6066",0,0,0,0
"6067","text6067",1,1,0,0
"6068","text6068",0,0,0,0
"6069","text6069",0,0,0,0
"6070","text6070",0,2,0,0
"6071","text6071",0,0,0,0
"6072","text6072",0,0,0,0
"6073","text6073",0,0,0,0
"6074","text6074",0,0,0,0
"6075","text6075",0,0,0,0
"6076","text6076",0,1,0,0
"6077","text6077",1,2,0,0
"6078","text6078",0,0,0,0
"6079","text6079",0,0,0,0
"6080","text6080",0,2,0,0
"6081","text6081",0,0,0,0
"6082","text6082",0,1,0,0
"6083","text6083",1,0,0,0
"6084","text6084",0,0,0,0
"6085","text6085",0,0,0,0
"6086","text6086",0,0,0,0
"6087","text6087",0,1,0,0
"6088","text6088",0,0,0,0
"6089","text6089",1,3,0,0
"6090","text6090",0,1,0,0
"6091","text6091",0,2,0,0
"6092","text6092",0,1,0,0
"6093","text6093",0,0,0,0
"6094","text6094",0,0,0,0
"6095","text6095",0,0,0,0
"6096","text6096",0,0,0,0
"6097","text6097",0,0,0,0
"6098","text6098",0,2,0,0
"6099","text6099",0,0,0,0
"6100","text6100",0,1,0,0
"6101","text6101",0,0,0,0
"6102","text6102",0,0,0,0
"6103","text6103",0,2,0,0
"6104","text6104",0,0,0,0
"6105","text6105",0,0,0,0
"6106","text6106",0,0,0,0
"6107","text6107",1,0,0,0
"6108","text6108",0,1,0,0
"6109","text6109",0,0,0,0
"6110","text6110",2,2,0,0
"6111","text6111",0,1,0,0
"6112","text6112",0,0,0,0
"6113","text6113",1,0,0,0
"6114","text6114",1,0,0,0
"6115","text6115",0,0,0,0
"6116","text6116",0,0,0,0
"6117","text6117",0,0,0,0
"6118","text6118",0,0,0,0
"6119","text6119",0,1,0,0
"6120","text6120",0,0,0,0
"6121","text6121",0,0,0,0
"6122","text6122",0,3,0,0
"6123","text6123",0,1,0,0
"6124","text6124",0,2,0,0
"6125","text6125",2,1,0,0
"6126","text6126",0,0,0,0
"6127","text6127",0,1,0,0
"6128","text6128",0,0,0,0
"6129","text6129",0,0,0,0
"6130","text6130",2,0,0,0
"6131","text6131",0,0,0,0
"6132","text6132",1,0,0,0
"6133","text6133",3,0,0,0
"6134","text6134",0,1,0,0
"6135","text6135",2,0,0,0
"6136","text6136",1,0,0,0
"6137","text6137",0,1,0,0
"6138","text6138",0,1,0,0
"6139","text6139",0,2,0,0
"6140","text6140",2,0,0,0
"6141","text6141",0,0,0,0
"6142","text6142",1,0,0,0
"6143","text6143",2,0,0,0
"6144","text6144",0,1,0,0
"6145","text6145",2,1,0,0
"6146","text6146",3,1,0,0
"6147","text6147",2,0,0,0
"6148","text6148",0,1,0,0
"6149","text6149",0,1,0,0
"6150","text6150",1,0,0,0
"6151","text6151",0,1,0,0
"6152","text6152",0,1,0,0
"6153","text6153",0,0,0,0
"6154","text6154",0,1,0,0
"6155","text6155",2,0,0,0
"6156","text6156",0,1,0,0
"6157","text6157",0,1,0,0
"6158","text6158",0,1,1,0
"6159","text6159",0,1,0,0
"6160","text6160",0,0,0,0
"6161","text6161",0,1,0,0
"6162","text6162",0,1,0,0
"6163","text6163",0,1,0,0
"6164","text6164",0,0,0,0
"6165","text6165",0,0,0,0
"6166","text6166",0,1,0,0
"6167","text6167",2,0,0,0
"6168","text6168",2,0,0,0
"6169","text6169",2,0,0,0
"6170","text6170",3,0,0,0
"6171","text6171",2,0,0,0
"6172","text6172",2,1,0,0
"6173","text6173",0,1,0,0
"6174","text6174",0,0,0,0
"6175","text6175",0,0,0,0
"6176","text6176",0,1,0,0
"6177","text6177",1,0,0,0
"6178","text6178",0,0,0,0
"6179","text6179",0,0,0,0
"6180","text6180",0,2,0,0
"6181","text6181",3,0,0,0
"6182","text6182",1,0,0,0
"6183","text6183",1,1,0,0
"6184","text6184",0,1,0,0
"6185","text6185",1,0,0,0
"6186","text6186",0,0,0,0
"6187","text6187",0,2,0,0
"6188","text6188",3,1,0,0
"6189","text6189",0,1,0,0
"6190","text6190",0,1,0,0
"6191","text6191",0,0,0,0
"6192","text6192",0,0,0,0
"6193","text6193",0,0,0,0
"6194","text6194",0,0,0,0
"6195","text6195",0,1,1,0
"6196","text6196",1,0,0,0
"6197","text6197",1,0,0,0
"6198","text6198",2,0,0,1
"6199","text6199",0,1,0,0
"6200","text6200",0,0,0,0
"6201","text6201",2,1,0,0
"6202","text6202",0,0,0,0
"6203","text6203",2,0,0,0
"6204","text6204",0,0,0,0
"6205","text6205",2,0,0,0
"6206","text6206",0,0,0,0
"6207","text6207",1,0,0,0
"6208","text6208",1,0,0,0
"6209","text6209",1,0,0,0
"6210","text6210",2,1,0,0
"6211","text6211",0,0,0,0
"6212","text6212",0,0,0,0
"6213","text6213",0,0,0,0
"6214","text6214",0,1,0,0
"6215","text6215",0,2,0,0
"6216","text6216",2,0,0,0
"6217","text6217",4,1,0,0
"6218","text6218",0,0,0,0
"6219","text6219",2,1,0,0
"6220","text6220",0,1,0,0
"6221","text6221",0,0,0,0
"6222","text6222",1,0,0,0
"6223","text6223",3,1,0,0
"6224","text6224",2,1,0,0
"6225","text6225",3,0,0,0
"6226","text6226",0,0,0,0
"6227","text6227",0,0,0,0
"6228","text6228",1,0,0,0
"6229","text6229",2,1,0,1
"6230","text6230",3,0,0,0
"6231","text6231",1,0,0,0
"6232","text6232",0,1,0,0
"6233","text6233",0,0,0,0
"6234","text6234",0,1,0,0
"6235","text6235",1,0,0,0
"6236","text6236",0,0,0,0
"6237","text6237",2,0,0,0
"6238","text6238",2,0,0,0
"6239","text6239",0,0,0,0
"6240","text6240",1,2,1,0
"6241","text6241",1,0,0,0
"6242","text6242",1,0,0,0
"6243","text6243",0,0,0,0
"6244","text6244",0,0,0,0
"6245","text6245",2,0,0,0
"6246","text6246",1,0,0,0
"6247","text6247",0,2,0,0
"6248","text6248",1,0,0,0
"6249","text6249",0,0,0,0
"6250","text6250",2,0,0,0
"6251","text6251",0,0,0,0
"6252","text6252",1,0,0,0
"6253","text6253",0,1,0,0
"6254","text6254",0,0,0,0
"6255","text6255",0,0,0,0
"6256","text6256",0,1,0,0
"6257","text6257",0,0,0,0
"6258","text6258",0,1,0,0
"6259","text6259",1,0,0,0
"6260","text6260",1,0,0,0
"6261","text6261",0,1,0,0
"6262","text6262",1,2,0,0
"6263","text6263",0,0,0,0
"6264","text6264",0,0,0,0
"6265","text6265",1,0,0,0
"6266","text6266",1,0,0,0
"6267","text6267",0,0,0,0
"6268","text6268",0,1,0,0
"6269","text6269",1,0,0,0
"6270","text6270",0,0,0,0
"6271","text6271",0,0,0,0
"6272","text6272",0,0,0,0
"6273","text6273",1,1,0,0
"6274","text6274",0,0,0,0
"6275","text6275",0,0,0,0
"6276","text6276",0,0,0,0
"6277","text6277",2,0,0,0
"6278","text6278",1,0,0,0
"6279","text6279",0,0,0,0
"6280","text6280",2,0,0,0
"6281","text6281",0,0,0,0
"6282","text6282",2,0,0,0
"6283","text6283",0,1,0,0
"6284","text6284",1,0,0,0
"6285","text6285",0,0,0,0
"6286","text6286",1,1,0,0
"6287","text6287",1,0,0,0
"6288","text6288",1,0,0,0
"6289","text6289",3,0,0,0
"6290","text6290",0,1,0,0
"6291","text6291",3,0,0,0
"6292","text6292",1,0,0,0
"6293","text6293",0,0,0,0
"6294","text6294",2,0,0,0
"6295","text6295",2,0,0,0
"6296","text6296",0,1,0,0
"6297","text6297",1,0,0,0
"6298","text6298",4,0,0,0
"6299","text6299",2,1,0,0
"6300","text6300",0,0,0,0
"6301","text6301",0,0,0,0
"6302","text6302",1,0,0,0
"6303","text6303",0,0,0,0
"6304","text6304",0,0,0,0
"6305","text6305",1,1,0,0
"6306","text6306",0,0,0,0
"6307","text6307",0,1,0,0
"6308","text6308",0,1,0,0
"6309","text6309",2,0,0,0
"6310","text6310",0,0,0,0
"6311","text6311",2,0,0,0
"6312","text6312",0,0,0,0
"6313","text6313",1,1,0,0
"6314","text6314",0,0,0,0
"6315","text6315",0,0,0,0
"6316","text6316",0,1,0,0
"6317","text6317",3,0,0,0
"6318","text6318",0,1,0,0
"6319","text6319",0,0,0,0
"6320","text6320",1,1,0,0
"6321","text6321",2,0,0,0
"6322","text6322",0,0,0,0
"6323","text6323",0,0,0,0
"6324","text6324",0,0,0,0
"6325","text6325",0,0,0,0
"6326","text6326",0,0,0,0
"6327","text6327",0,0,0,0
"6328","text6328",1,0,0,0
"6329","text6329",0,0,0,0
"6330","text6330",1,0,0,0
"6331","text6331",2,0,0,0
"6332","text6332",0,0,0,0
"6333","text6333",1,0,0,0
"6334","text6334",0,0,0,0
"6335","text6335",2,0,0,0
"6336","text6336",0,0,0,0
"6337","text6337",0,0,0,0
"6338","text6338",0,3,0,0
"6339","text6339",1,0,0,0
"6340","text6340",0,0,0,0
"6341","text6341",0,3,0,0
"6342","text6342",2,0,0,0
"6343","text6343",3,0,0,0
"6344","text6344",2,0,0,0
"6345","text6345",0,0,0,0
"6346","text6346",0,1,0,0
"6347","text6347",0,0,0,0
"6348","text6348",0,0,0,0
"6349","text6349",0,0,0,0
"6350","text6350",2,0,0,0
"6351","text6351",0,0,0,0
"6352","text6352",0,0,0,0
"6353","text6353",0,0,0,0
"6354","text6354",0,0,0,0
"6355","text6355",0,0,0,0
"6356","text6356",1,0,0,0
"6357","text6357",0,0,0,0
"6358","text6358",0,1,0,0
"6359","text6359",1,0,0,0
"6360","text6360",0,1,0,0
"6361","text6361",2,0,0,0
"6362","text6362",0,1,0,0
"6363","text6363",1,0,0,0
"6364","text6364",0,0,0,0
"6365","text6365",0,0,0,0
"6366","text6366",0,0,0,0
"6367","text6367",0,0,0,0
"6368","text6368",1,0,0,0
"6369","text6369",0,0,0,0
"6370","text6370",2,0,0,0
"6371","text6371",1,0,0,0
"6372","text6372",0,0,0,0
"6373","text6373",0,3,0,0
"6374","text6374",0,0,0,0
"6375","text6375",0,0,0,0
"6376","text6376",1,0,0,0
"6377","text6377",0,0,0,0
"6378","text6378",3,0,0,0
"6379","text6379",0,0,0,0
"6380","text6380",2,0,0,0
"6381","text6381",0,0,0,0
"6382","text6382",0,0,0,0
"6383","text6383",1,0,0,0
"6384","text6384",1,0,0,0
"6385","text6385",0,1,0,0
"6386","text6386",0,0,0,0
"6387","text6387",0,2,0,0
"6388","text6388",0,0,0,0
"6389","text6389",0,0,0,0
"6390","text6390",0,0,0,0
"6391","text6391",1,0,0,0
"6392","text6392",0,0,0,0
"6393","text6393",1,0,0,0
"6394","text6394",0,0,0,0
"6395","text6395",0,0,0,0
"6396","text6396",1,0,0,0
"6397","text6397",0,1,0,0
"6398","text6398",0,2,0,0
"6399","text6399",2,0,0,0
"6400","text6400",0,1,0,0
"6401","text6401",0,1,0,0
"6402","text6402",0,1,0,0
"6403","text6403",1,0,0,0
"6404","text6404",0,1,0,0
"6405","text6405",1,0,0,0
"6406","text6406",0,0,0,0
"6407","text6407",0,0,0,0
"6408","text6408",0,0,0,0
"6409","text6409",0,1,0,0
"6410","text6410",0,0,0,0
"6411","text6411",1,0,0,0
"6412","text6412",1,0,0,0
"6413","text6413",1,0,0,0
"6414","text6414",0,0,0,0
"6415","text6415",0,0,0,0
"6416","text6416",0,0,0,0
"6417","text6417",0,0,0,0
"6418","text6418",0,0,0,0
"6419","text6419",0,0,0,0
"6420","text6420",0,0,0,0
"6421","text6421",1,0,0,0
"6422","text6422",0,0,0,0
"6423","text6423",0,0,0,0
"6424","text6424",0,0,0,0
"6425","text6425",0,0,0,0
"6426","text6426",1,0,0,0
"6427","text6427",1,2,0,0
"6428","text6428",0,0,0,0
"6429","text6429",0,0,0,0
"6430","text6430",0,0,0,0
"6431","text6431",0,0,0,0
"6432","text6432",0,0,0,0
"6433","text6433",0,0,0,0
"6434","text6434",0,1,0,0
"6435","text6435",0,1,0,0
"6436","text6436",2,1,0,0
"6437","text6437",0,0,0,0
"6438","text6438",0,0,0,0
"6439","text6439",0,0,0,0
"6440","text6440",1,1,0,0
"6441","text6441",1,0,0,0
"6442","text6442",0,1,0,0
"6443","text6443",1,0,0,0
"6444","text6444",0,2,0,0
"6445","text6445",2,1,0,0
"6446","text6446",0,0,0,0
"6447","text6447",1,0,0,0
"6448","text6448",1,0,0,0
"6449","text6449",0,0,0,0
"6450","text6450",0,0,0,0
"6451","text6451",1,1,0,0
"6452","text6452",1,0,0,0
"6453","text6453",1,0,0,0
"6454","text6454",0,0,0,0
"6455","text6455",2,0,0,0
"6456","text6456",0,1,0,0
"6457","text6457",0,0,0,0
"6458","text6458",0,1,0,0
"6459","text6459",2,1,0,0
"6460","text6460",0,0,0,0
"6461","text6461",0,0,0,0
"6462","text6462",1,0,0,0
"6463","text6463",1,0,0,0
"6464","text6464",0,1,0,0
"6465","text6465",1,0,0,0
"6466","text6466",0,1,0,0
"6467","text6467",1,0,0,1
"6468","text6468",1,0,0,0
"6469","text6469",0,0,0,0
"6470","text6470",0,1,0,0
"6471","text6471",0,0,0,0
"6472","text6472",0,0,0,0
"6473","text6473",0,0,0,0
"6474","text6474",0,0,0,0
"6475","text6475",2,0,0,0
"6476","text6476",0,1,0,0
"6477","text6477",1,0,0,0
"6478","text6478",0,0,0,0
"6479","text6479",0,1,0,0
"6480","text6480",1,1,0,0
"6481","text6481",0,0,0,0
"6482","text6482",0,0,0,0
"6483","text6483",1,0,0,0
"6484","text6484",0,0,0,0
"6485","text6485",0,0,0,0
"6486","text6486",0,1,0,0
"6487","text6487",0,0,0,0
"6488","text6488",2,1,0,0
"6489","text6489",0,0,0,0
"6490","text6490",0,0,0,0
"6491","text6491",0,0,0,0
"6492","text6492",0,0,0,0
"6493","text6493",2,0,0,0
"6494","text6494",0,1,0,0
"6495","text6495",0,0,0,0
"6496","text6496",1,0,0,0
"6497","text6497",0,0,0,0
"6498","text6498",1,0,0,0
"6499","text6499",1,0,0,0
"6500","text6500",0,1,0,0
"6501","text6501",1,0,0,0
"6502","text6502",1,0,0,0
"6503","text6503",1,1,0,0
"6504","text6504",1,1,0,0
"6505","text6505",1,0,0,0
"6506","text6506",0,1,0,0
"6507","text6507",0,0,0,0
"6508","text6508",0,0,0,0
"6509","text6509",1,1,0,0
"6510","text6510",2,0,0,0
"6511","text6511",0,0,0,0
"6512","text6512",0,0,0,0
"6513","text6513",0,1,0,0
"6514","text6514",0,0,0,0
"6515","text6515",1,0,0,0
"6516","text6516",0,0,0,0
"6517","text6517",0,0,0,0
"6518","text6518",1,1,0,0
"6519","text6519",1,0,0,0
"6520","text6520",0,0,0,0
"6521","text6521",1,0,0,0
"6522","text6522",1,0,0,0
"6523","text6523",2,0,0,0
"6524","text6524",0,0,0,0
"6525","text6525",0,2,0,0
"6526","text6526",0,0,0,0
"6527","text6527",2,0,0,0
"6528","text6528",0,0,0,0
"6529","text6529",0,0,0,0
"6530","text6530",0,0,0,0
"6531","text6531",0,1,0,0
"6532","text6532",0,0,0,0
"6533","text6533",0,0,0,0
"6534","text6534",0,0,0,0
"6535","text6535",0,0,0,0
"6536","text6536",0,1,0,0
"6537","text6537",0,0,0,0
"6538","text6538",0,0,0,0
"6539","text6539",2,0,0,0
"6540","text6540",0,0,0,0
"6541","text6541",0,0,0,0
"6542","text6542",1,1,0,0
"6543","text6543",1,1,0,0
"6544","text6544",2,0,0,0
"6545","text6545",0,1,0,0
"6546","text6546",2,0,0,0
"6547","text6547",1,0,0,0
"6548","text6548",2,1,0,0
"6549","text6549",0,1,0,0
"6550","text6550",1,1,0,0
"6551","text6551",0,0,0,0
"6552","text6552",0,0,0,0
"6553","text6553",1,0,0,0
"6554","text6554",0,0,0,0
"6555","text6555",0,0,0,0
"6556","text6556",1,0,0,0
"6557","text6557",1,0,0,0
"6558","text6558",0,1,0,0
"6559","text6559",2,2,0,0
"6560","text6560",2,0,0,0
"6561","text6561",0,0,0,0
"6562","text6562",2,2,0,0
"6563","text6563",0,0,0,0
"6564","text6564",2,0,0,0
"6565","text6565",0,0,0,0
"6566","text6566",0,1,0,0
"6567","text6567",0,2,0,0
"6568","text6568",0,1,0,0
"6569","text6569",1,0,0,0
"6570","text6570",0,2,0,0
"6571","text6571",2,0,0,0
"6572","text6572",1,0,0,0
"6573","text6573",0,0,0,0
"6574","text6574",1,0,0,0
"6575","text6575",0,0,0,0
"6576","text6576",0,0,0,0
"6577","text6577",0,0,0,0
"6578","text6578",1,0,0,0
"6579","text6579",1,0,0,0
"6580","text6580",0,1,0,0
"6581","text6581",0,0,0,0
"6582","text6582",0,2,0,0
"6583","text6583",2,0,0,0
"6584","text6584",2,2,0,0
"6585","text6585",0,0,0,0
"6586","text6586",0,0,0,0
"6587","text6587",2,0,0,0
"6588","text6588",1,0,0,0
"6589","text6589",0,1,0,0
"6590","text6590",1,1,0,0
"6591","text6591",2,0,0,0
"6592","text6592",0,0,0,0
"6593","text6593",0,0,0,0
"6594","text6594",0,1,0,0
"6595","text6595",0,2,0,0
"6596","text6596",2,1,0,0
"6597","text6597",0,0,0,0
"6598","text6598",1,0,0,0
"6599","text6599",1,0,0,0
"6600","text6600",0,0,0,0
"6601","text6601",0,0,0,0
"6602","text6602",2,0,0,0
"6603","text6603",1,0,0,0
"6604","text6604",0,0,0,0
"6605","text6605",0,0,0,0
"6606","text6606",1,0,0,0
"6607","text6607",0,0,0,0
"6608","text6608",1,0,0,0
"6609","text6609",1,1,0,0
"6610","text6610",0,0,0,0
"6611","text6611",1,1,0,0
"6612","text6612",1,0,0,0
"6613","text6613",0,0,0,0
"6614","text6614",0,0,0,0
"6615","text6615",1,0,0,0
"6616","text6616",0,0,0,0
"6617","text6617",1,0,0,0
"6618","text6618",0,0,0,0
"6619","text6619",1,0,0,0
"6620","text6620",0,0,0,0
"6621","text6621",1,0,0,0
"6622","text6622",0,1,0,0
"6623","text6623",2,0,0,0
"6624","text6624",0,0,0,0
"6625","text6625",1,0,0,0
"6626","text6626",1,0,0,0
"6627","text6627",0,1,0,0
"6628","text6628",2,1,0,0
"6629","text6629",1,0,0,0
"6630","text6630",2,1,0,0
"6631","text6631",0,0,0,0
"6632","text6632",1,0,0,0
"6633","text6633",2,0,0,0
"6634","text6634",1,0,0,0
"6635","text6635",1,0,0,0
"6636","text6636",1,1,0,0
"6637","text6637",0,0,0,0
"6638","text6638",1,0,0,0
"6639","text6639",1,0,0,0
"6640","text6640",0,0,0,0
"6641","text6641",1,0,0,0
"6642","text6642",0,2,0,0
"6643","text6643",1,0,0,0
"6644","text6644",1,0,0,0
"6645","text6645",2,1,0,0
"6646","text6646",2,0,0,0
"6647","text6647",0,0,0,0
"6648","text6648",2,1,0,0
"6649","text6649",2,0,0,0
"6650","text6650",0,0,0,0
"6651","text6651",0,1,0,0
"6652","text6652",0,0,0,0
"6653","text6653",1,2,0,0
"6654","text6654",1,0,0,0
"6655","text6655",0,0,0,0
"6656","text6656",1,1,0,0
"6657","text6657",2,1,0,0
"6658","text6658",2,1,0,0
"6659","text6659",0,0,0,0
"6660","text6660",0,1,0,0
"6661","text6661",1,1,0,0
"6662","text6662",0,0,0,0
"6663","text6663",0,0,0,0
"6664","text6664",0,0,0,0
"6665","text6665",1,0,0,0
"6666","text6666",0,0,0,0
"6667","text6667",1,1,0,0
"6668","text6668",0,0,0,0
"6669","text6669",0,1,0,0
"6670","text6670",2,0,0,0
"6671","text6671",0,1,0,0
"6672","text6672",1,0,0,0
"6673","text6673",0,1,0,0
"6674","text6674",0,0,0,0
"6675","text6675",1,0,0,0
"6676","text6676",1,0,0,0
"6677","text6677",2,0,0,0
"6678","text6678",1,1,0,0
"6679","text6679",0,0,0,0
"6680","text6680",0,0,0,0
"6681","text6681",0,0,0,0
"6682","text6682",1,0,0,0
"6683","text6683",0,0,0,0
"6684","text6684",1,1,0,0
"6685","text6685",0,1,0,0
"6686","text6686",1,0,0,0
"6687","text6687",0,0,0,0
"6688","text6688",0,0,0,0
"6689","text6689",0,0,0,0
"6690","text6690",0,0,0,0
"6691","text6691",0,0,0,0
"6692","text6692",0,1,0,0
"6693","text6693",0,0,0,0
"6694","text6694",0,0,0,0
"6695","text6695",0,0,0,0
"6696","text6696",1,0,0,0
"6697","text6697",0,0,0,0
"6698","text6698",2,1,0,0
"6699","text6699",0,0,0,0
"6700","text6700",1,1,0,0
"6701","text6701",2,1,0,0
"6702","text6702",0,0,0,0
"6703","text6703",0,0,0,0
"6704","text6704",0,1,0,0
"6705","text6705",1,1,0,0
"6706","text6706",1,0,0,0
"6707","text6707",0,1,0,0
"6708","text6708",0,0,0,0
"6709","text6709",0,0,0,0
"6710","text6710",1,0,0,0
"6711","text6711",0,1,0,0
"6712","text6712",0,0,0,0
"6713","text6713",0,1,0,0
"6714","text6714",0,1,0,0
"6715","text6715",0,0,0,0
"6716","text6716",1,0,0,0
"6717","text6717",3,0,0,0
"6718","text6718",1,0,0,0
"6719","text6719",0,0,0,0
"6720","text6720",0,0,0,0
"6721","text6721",0,0,0,0
"6722","text6722",2,0,0,0
"6723","text6723",0,0,0,0
"6724","text6724",1,0,0,0
"6725","text6725",1,1,0,0
"6726","text6726",0,0,0,0
"6727","text6727",1,1,0,0
"6728","text6728",1,0,0,0
"6729","text6729",1,0,0,0
"6730","text6730",0,0,0,0
"6731","text6731",1,0,0,0
"6732","text6732",1,1,0,0
"6733","text6733",0,0,0,0
"6734","text6734",0,1,0,0
"6735","text6735",1,0,0,0
"6736","text6736",1,0,0,0
"6737","text6737",0,0,0,0
"6738","text6738",0,1,0,0
"6739","text6739",0,1,0,0
"6740","text6740",0,0,0,0
"6741","text6741",1,0,0,0
"6742","text6742",0,1,0,0
"6743","text6743",2,1,0,0
"6744","text6744",1,1,0,0
"6745","text6745",1,3,0,0
"6746","text6746",1,2,0,0
"6747","text6747",0,0,0,0
"6748","text6748",1,0,0,0
"6749","text6749",0,0,0,0
"6750","text6750",2,0,0,0
"6751","text6751",0,1,0,0
"6752","text6752",1,1,0,0
"6753","text6753",0,0,0,0
"6754","text6754",1,0,0,0
"6755","text6755",0,1,0,0
"6756","text6756",0,1,0,0
"6757","text6757",0,1,0,0
"6758","text6758",0,0,0,0
"6759","text6759",1,0,0,0
"6760","text6760",0,0,0,0
"6761","text6761",0,0,0,0
"6762","text6762",3,0,0,0
"6763","text6763",0,0,0,0
"6764","text6764",1,0,0,0
"6765","text6765",1,1,0,0
"6766","text6766",0,0,0,0
"6767","text6767",0,0,0,0
"6768","text6768",1,1,0,0
"6769","text6769",0,1,0,0
"6770","text6770",2,0,0,0
"6771","text6771",2,0,0,0
"6772","text6772",2,1,0,0
"6773","text6773",1,0,0,0
"6774","text6774",1,2,0,0
"6775","text6775",1,0,0,0
"6776","text6776",0,2,0,0
"6777","text6777",0,0,0,0
"6778","text6778",0,0,0,0
"6779","text6779",2,0,0,0
"6780","text6780",0,0,0,0
"6781","text6781",1,0,0,0
"6782","text6782",0,1,0,0
"6783","text6783",2,0,0,0
"6784","text6784",0,0,0,0
"6785","text6785",0,1,0,0
"6786","text6786",2,1,0,0
"6787","text6787",2,0,0,0
"6788","text6788",1,1,0,0
"6789","text6789",0,1,0,0
"6790","text6790",1,0,0,0
"6791","text6791",0,0,0,0
"6792","text6792",0,0,0,0
"6793","text6793",0,1,0,0
"6794","text6794",0,1,0,0
"6795","text6795",0,0,0,0
"6796","text6796",0,0,0,0
"6797","text6797",0,1,0,0
"6798","text6798",1,0,0,0
"6799","text6799",0,0,0,0
"6800","text6800",3,0,0,0
"6801","text6801",2,0,0,0
"6802","text6802",1,0,0,0
"6803","text6803",1,0,0,0
"6804","text6804",1,1,0,0
"6805","text6805",1,0,0,0
"6806","text6806",0,0,0,0
"6807","text6807",0,0,0,0
"6808","text6808",1,1,0,0
"6809","text6809",0,0,0,0
"6810","text6810",2,0,0,0
"6811","text6811",0,1,0,0
"6812","text6812",0,0,0,0
"6813","text6813",0,0,0,0
"6814","text6814",0,0,0,0
"6815","text6815",1,0,0,0
"6816","text6816",1,0,0,0
"6817","text6817",1,0,0,0
"6818","text6818",0,0,0,0
"6819","text6819",1,0,0,0
"6820","text6820",2,0,0,0
"6821","text6821",0,0,0,0
"6822","text6822",0,0,0,0
"6823","text6823",1,0,0,0
"6824","text6824",1,0,0,0
"6825","text6825",1,2,0,0
"6826","text6826",2,0,0,0
"6827","text6827",1,0,0,0
