"key","headline","doc_id","lexi_negative","lexi_positive","lexi_neg_positive","lexi_neg_negative","net_lexi_tone","anew_valence","anew_valence_label","anew_arousal","anew_dominance","num_words_ex_stopwords","num_words_inc_stopwords","flesch_score"
185,"How the Debt Limit Turned into an alarming Doomsday Cult.","text185",5,0,0,0,-0.833333333333333,3.50333333333333,"negative",5.31666666666667,4.10333333333333,6,10,78.25
186,"Our $29 Billion Deficit, Fiscal Turmoil , Inflation Scares, And Debt.","text186",4,0,0,0,-0.571428571428571,3.73142857142857,"negative",5.22857142857143,4.53714285714286,7,10,69.79
187,"Partisan fight looms as economists warn US could hit debt limit soon.","text187",5,0,0,0,-0.454545454545455,3.96833333333333,"negative",5.055,4.69,"11",12,76.22
188,"Investigation On Twitter CEO Jack Dorsey's Hyperinflation Warning.","text188",1,0,0,0,-0.142857142857143,3.92,"negative",5.975,6.29,7,8,4.14
189,"Debt and billions in spending: America's struggling workforce.","text189",2,0,0,0,-0.333333333333333,3.91666666666667,"negative",5.75666666666667,4.62666666666667,6,8,37.98
190,"Senate evades US debt disaster, voting to increase borrowing.","text190",3,0,0,0,-0.375,3.78833333333333,"negative",5.32166666666667,4.83833333333333,8,9,45.42
191,"Crises collide: Homeless in America when climate disaster strikes.","text191",2,0,0,0,-0.285714285714286,2.98833333333333,"negative",5.13666666666667,3.625,7,9,45.42
192,"Stranger Danger: How to Combat Overcoming Distrust.","text192",4,0,0,0,-0.8,3.892,"negative",5.506,4.424,5,7,55.91
193,"Temasek, DBS to launch $500 million debt financing platform.","text193",1,0,0,0,-0.142857142857143,5.225,"neutral",5.1875,5.675,7,9,79.26
194,"Evergrande Denies News on Bankruptcy As Crisis Boils Over.","text194",3,0,0,0,-0.5,3.564,"negative",5.468,4.25,6,9,53.88
195,"US aims to recoup nearly $8 billion of its financial crisis debt.","text195",2,0,0,0,-0.25,4.35,"neutral",5.242,5.06,8,12,67.76
196,"What America's Startup Boom Could Mean For The Economy.","text196",0,0,0,0,0,3.60333333333333,"negative",5.23333333333333,4.49,6,9,53.88
197,"What do Senators want on the economy; they have no idea anymore.","text197",0,0,0,0,0,4.276,"neutral",4.72,4.726,5,12,76.22
198,"Why a 401(k) Rollover to an IRA Could Be a Horrifying Mistake.","text198",2,0,0,0,-0.333333333333333,2.785,"negative",5.61,4.325,6,12,84.68
199,"Why October 19 could be a catastrophic day for the US economy.","text199",1,0,0,0,-0.166666666666667,4.01666666666667,"neutral",5.06333333333333,4.01,6,12,59.3
200,"Wildfire smoke's economic damage lingers after the flames.","text200",1,0,0,0,-0.166666666666667,4.09,"neutral",5.005,4.18833333333333,6,8,63.36
201,"World shares jolted by money crisis as debt payment fails.","text201",3,0,0,0,-0.375,4.4625,"neutral",5.425,5.00625,8,10,78.25
202,"If Rush Hour Dies, Does Mass Transit Economy Die With It.","text202",2,0,0,0,-0.285714285714286,3.67857142857143,"negative",5.23714285714286,4.99285714285714,7,11,85.69
203,"Economists warn of October debt cliff and its 'irreparable damage'.","text203",0,1,0,0,0.142857142857143,3.73,"negative",5.134,4.006,7,10,52.87
